facility_id,facility_name,state,condition,discharges,err,predicted_rate,expected_rate,readmissions,worse_than_expected
240044,WINONA HEALTH SERVICES,MN,Pneumonia (PN),,0.9719,11.808,12.1496,,0
240044,WINONA HEALTH SERVICES,MN,Heart Failure (HF),,0.9302,14.8166,15.9281,,0
240047,ST LUKES HOSPITAL,MN,Pneumonia (PN),158,0.9892,16.2842,16.4617,25,0
240047,ST LUKES HOSPITAL,MN,Hip/Knee Replacement,,0.9372,5.1285,5.4719,,0
240047,ST LUKES HOSPITAL,MN,Heart Failure (HF),193,0.994,18.3548,18.4647,35,0
240047,ST LUKES HOSPITAL,MN,COPD,,0.9404,15.7679,16.7671,,0
240047,ST LUKES HOSPITAL,MN,Bypass Surgery (CABG),,0.9526,8.7011,9.1336,,0
240047,ST LUKES HOSPITAL,MN,Heart Attack (AMI),162,0.9828,11.0177,11.2104,17,0
240050,FAIRVIEW LAKES HEALTH SERVICES,MN,Pneumonia (PN),96,0.9575,14.436,15.077,11,0
240050,FAIRVIEW LAKES HEALTH SERVICES,MN,Heart Failure (HF),78,1.033,20.0773,19.4366,18,1
240050,FAIRVIEW LAKES HEALTH SERVICES,MN,COPD,46,1.0852,17.6437,16.2588,14,1
240052,LAKE REGION HEALTHCARE CORPORATION,MN,Pneumonia (PN),116,0.963,14.1821,14.7274,14,0
240052,LAKE REGION HEALTHCARE CORPORATION,MN,Hip/Knee Replacement,,1.1127,5.5067,4.9488,,1
240052,LAKE REGION HEALTHCARE CORPORATION,MN,Heart Failure (HF),,0.9727,18.5767,19.099,,0
240053,PARK NICOLLET METHODIST HOSPITAL,MN,Pneumonia (PN),594,1.0721,14.7214,13.7316,92,1
240053,PARK NICOLLET METHODIST HOSPITAL,MN,Hip/Knee Replacement,179,1.25,6.935,5.5482,15,1
240053,PARK NICOLLET METHODIST HOSPITAL,MN,Heart Failure (HF),658,1.0538,18.2825,17.3492,124,1
240053,PARK NICOLLET METHODIST HOSPITAL,MN,COPD,143,1.0057,15.799,15.7087,23,1
240053,PARK NICOLLET METHODIST HOSPITAL,MN,Bypass Surgery (CABG),,1.131,11.3134,10.0031,,1
240053,PARK NICOLLET METHODIST HOSPITAL,MN,Heart Attack (AMI),198,1.1061,13.0974,11.8414,31,1
240056,RIDGEVIEW MEDICAL CENTER,MN,Pneumonia (PN),165,1.0208,13.7407,13.4609,24,1
240056,RIDGEVIEW MEDICAL CENTER,MN,Hip/Knee Replacement,409,0.9067,3.6922,4.0721,14,0
240056,RIDGEVIEW MEDICAL CENTER,MN,Heart Failure (HF),233,1.0241,17.3099,16.9023,42,1
240056,RIDGEVIEW MEDICAL CENTER,MN,COPD,,0.9562,15.1601,15.8552,,0
240056,RIDGEVIEW MEDICAL CENTER,MN,Heart Attack (AMI),,0.9464,9.8794,10.4391,,0
240057,ABBOTT NORTHWESTERN HOSPITAL,MN,Pneumonia (PN),347,0.9758,14.8757,15.2451,50,0
240057,ABBOTT NORTHWESTERN HOSPITAL,MN,Hip/Knee Replacement,,0.9456,4.9481,5.2329,,0
240057,ABBOTT NORTHWESTERN HOSPITAL,MN,Heart Failure (HF),798,0.9552,17.7007,18.5315,138,0
240057,ABBOTT NORTHWESTERN HOSPITAL,MN,COPD,98,0.9833,16.5611,16.8426,15,0
240057,ABBOTT NORTHWESTERN HOSPITAL,MN,Bypass Surgery (CABG),,0.9676,9.5533,9.8735,,0
240057,ABBOTT NORTHWESTERN HOSPITAL,MN,Heart Attack (AMI),454,0.9751,12.1725,12.4828,54,0
240064,GRAND ITASCA CLINIC AND HOSPITAL,MN,Pneumonia (PN),77,1.0075,14.937,14.8254,12,1
240064,GRAND ITASCA CLINIC AND HOSPITAL,MN,Heart Failure (HF),,0.9441,16.3553,17.3229,,0
240066,LAKEVIEW MEMORIAL HOSPITAL,MN,Pneumonia (PN),105,1.0081,12.8457,12.743,14,1
240066,LAKEVIEW MEMORIAL HOSPITAL,MN,Hip/Knee Replacement,,1.0444,5.9933,5.7387,,1
240066,LAKEVIEW MEMORIAL HOSPITAL,MN,Heart Failure (HF),144,0.9672,16.1964,16.7457,21,0
240066,LAKEVIEW MEMORIAL HOSPITAL,MN,COPD,,0.9705,12.9334,13.3266,,0
240066,LAKEVIEW MEMORIAL HOSPITAL,MN,Heart Attack (AMI),,0.974,8.2745,8.4953,,0
240069,OWATONNA HOSPITAL,MN,Pneumonia (PN),,0.9192,12.82,13.9463,,0
240069,OWATONNA HOSPITAL,MN,Hip/Knee Replacement,,0.8676,4.0653,4.6858,,0
240069,OWATONNA HOSPITAL,MN,Heart Failure (HF),67,0.9916,17.2986,17.4445,11,0
240069,OWATONNA HOSPITAL,MN,COPD,,0.9943,20.9059,21.0267,,0
240071,ALLINA HEALTH FARIBAULT MEDICAL CENTER,MN,Pneumonia (PN),,1.0231,14.4832,14.1556,,1
240071,ALLINA HEALTH FARIBAULT MEDICAL CENTER,MN,Heart Failure (HF),,0.9884,16.9864,17.1851,,0
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,MN,Pneumonia (PN),85,1.0351,16.0847,15.5386,16,1
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,MN,Hip/Knee Replacement,,1.0186,7.1378,7.0074,,1
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,MN,Heart Failure (HF),200,0.9991,19.0319,19.0488,38,0
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,MN,COPD,,0.9567,15.4242,16.1219,,0
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,MN,Heart Attack (AMI),100,1.0001,11.9962,11.9952,12,1
240076,BUFFALO HOSPITAL,MN,Pneumonia (PN),,0.9481,14.9133,15.7301,,0
240076,BUFFALO HOSPITAL,MN,Hip/Knee Replacement,,0.8736,5.5027,6.2989,,0
240076,BUFFALO HOSPITAL,MN,Heart Failure (HF),97,0.9547,16.7627,17.5584,13,0
240078,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,MN,Pneumonia (PN),443,0.9297,14.866,15.9899,61,0
240078,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,MN,Hip/Knee Replacement,,1.09,6.3762,5.85,,1
240078,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,MN,Heart Failure (HF),509,0.8972,17.4281,19.4256,81,0
240078,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,MN,COPD,92,0.9455,18.7369,19.8175,13,0
240078,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,MN,Bypass Surgery (CABG),,0.9105,9.3197,10.2361,,0
240078,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,MN,Heart Attack (AMI),241,0.9079,11.5344,12.7045,23,0
240080,M HEALTH FAIRVIEW UNIVERSITY OF MN MEDICAL CENTER,MN,Pneumonia (PN),180,0.9599,18.2553,19.0181,30,0
240080,M HEALTH FAIRVIEW UNIVERSITY OF MN MEDICAL CENTER,MN,Hip/Knee Replacement,,0.9632,5.5231,5.7342,,0
240080,M HEALTH FAIRVIEW UNIVERSITY OF MN MEDICAL CENTER,MN,Heart Failure (HF),239,0.9369,21.2908,22.7239,46,0
240080,M HEALTH FAIRVIEW UNIVERSITY OF MN MEDICAL CENTER,MN,COPD,,1.0273,19.8375,19.31,,1
240080,M HEALTH FAIRVIEW UNIVERSITY OF MN MEDICAL CENTER,MN,Bypass Surgery (CABG),,0.9059,10.6567,11.7639,,0
240080,M HEALTH FAIRVIEW UNIVERSITY OF MN MEDICAL CENTER,MN,Heart Attack (AMI),,0.9874,14.638,14.825,,0
240084,ESSENTIA HEALTH VIRGINIA,MN,Heart Failure (HF),,1.0123,18.8827,18.6532,,1
240088,CENTRACARE- RICE MEMORIAL HOSPITAL,MN,Pneumonia (PN),99,0.9568,14.0123,14.6443,11,0
240088,CENTRACARE- RICE MEMORIAL HOSPITAL,MN,Heart Failure (HF),92,1.0541,18.7815,17.8174,21,1
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,MN,Pneumonia (PN),318,0.8625,14.0603,16.302,35,0
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,MN,Hip/Knee Replacement,,0.8185,4.9342,6.0282,,0
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,MN,Heart Failure (HF),330,0.869,17.5828,20.2331,48,0
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,MN,COPD,,0.8814,18.077,20.5083,,0
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,MN,Heart Attack (AMI),160,0.9077,12.4111,13.6729,15,0
240100,SANFORD BEMIDJI MEDICAL CENTER,MN,Pneumonia (PN),243,0.9226,15.3977,16.6895,32,0
240100,SANFORD BEMIDJI MEDICAL CENTER,MN,Heart Failure (HF),178,0.9377,18.9009,20.1573,29,0
240100,SANFORD BEMIDJI MEDICAL CENTER,MN,COPD,,0.9508,20.05,21.0886,,0
240100,SANFORD BEMIDJI MEDICAL CENTER,MN,Heart Attack (AMI),117,0.9672,12.5548,12.9811,13,0
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,MN,Pneumonia (PN),,0.9256,12.2273,13.2097,,0
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,MN,Heart Failure (HF),93,1.0001,19.3445,19.3419,18,1
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,MN,COPD,,1.003,15.229,15.1832,,1
240104,ST FRANCIS REGIONAL MEDICAL CENTER,MN,Pneumonia (PN),145,1.0272,14.6529,14.2656,23,1
240104,ST FRANCIS REGIONAL MEDICAL CENTER,MN,Hip/Knee Replacement,,0.9786,5.7983,5.925,,0
240104,ST FRANCIS REGIONAL MEDICAL CENTER,MN,Heart Failure (HF),161,0.9872,17.9632,18.1963,28,0
240104,ST FRANCIS REGIONAL MEDICAL CENTER,MN,COPD,,0.9755,16.2282,16.6364,,0
240106,REGIONS HOSPITAL,MN,Pneumonia (PN),219,0.9779,14.8323,15.1681,31,0
240106,REGIONS HOSPITAL,MN,Hip/Knee Replacement,,1.0002,7.1335,7.1319,,1
240106,REGIONS HOSPITAL,MN,Heart Failure (HF),306,0.8751,16.4752,18.8273,41,0
240106,REGIONS HOSPITAL,MN,COPD,147,1.0063,18.0517,17.9388,27,1
240106,REGIONS HOSPITAL,MN,Bypass Surgery (CABG),76,1.162,11.9315,10.2681,13,1
240106,REGIONS HOSPITAL,MN,Heart Attack (AMI),251,0.9215,10.3547,11.2369,22,0
240115,MERCY HOSPITAL,MN,Pneumonia (PN),505,0.9463,14.3836,15.1992,69,0
240115,MERCY HOSPITAL,MN,Hip/Knee Replacement,370,0.8047,3.907,4.8555,12,0
240115,MERCY HOSPITAL,MN,Heart Failure (HF),761,0.9785,18.0741,18.4704,136,0
240115,MERCY HOSPITAL,MN,COPD,157,1.0694,19.0905,17.8509,35,1
240115,MERCY HOSPITAL,MN,Bypass Surgery (CABG),,1.0315,11.7706,11.4112,,1
240115,MERCY HOSPITAL,MN,Heart Attack (AMI),262,1.0569,13.8089,13.0659,39,1
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,MN,Pneumonia (PN),,0.9729,13.4952,13.8712,,0
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,MN,Heart Failure (HF),50,1.0159,19.7268,19.4185,11,1
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,MN,Pneumonia (PN),110,0.941,14.5601,15.4735,12,0
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,MN,Heart Failure (HF),91,0.9429,17.8024,18.8815,12,0
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,MN,COPD,,0.9648,16.4244,17.0229,,0
240187,HUTCHINSON HEALTH,MN,Pneumonia (PN),,0.9756,14.1203,14.4729,,0
240187,HUTCHINSON HEALTH,MN,Heart Failure (HF),,1.0111,15.8655,15.692,,1
240207,M HEALTH FAIRVIEW RIDGES HOSPITAL,MN,Pneumonia (PN),370,0.9014,13.4576,14.9295,43,0
240207,M HEALTH FAIRVIEW RIDGES HOSPITAL,MN,Heart Failure (HF),358,0.9491,17.2284,18.1523,58,0
240207,M HEALTH FAIRVIEW RIDGES HOSPITAL,MN,COPD,93,0.9414,16.5437,17.5731,11,0
240207,M HEALTH FAIRVIEW RIDGES HOSPITAL,MN,Heart Attack (AMI),61,1.0574,13.3908,12.6639,11,1
240210,M HEALTH FAIRVIEW ST JOHN'S HOSPITAL,MN,Pneumonia (PN),283,0.9204,14.3069,15.544,35,0
240210,M HEALTH FAIRVIEW ST JOHN'S HOSPITAL,MN,Heart Failure (HF),432,1.0322,19.6104,18.9979,87,1
240210,M HEALTH FAIRVIEW ST JOHN'S HOSPITAL,MN,COPD,,0.9418,15.9011,16.884,,0
240210,M HEALTH FAIRVIEW ST JOHN'S HOSPITAL,MN,Bypass Surgery (CABG),,0.9029,8.4217,9.3278,,0
240210,M HEALTH FAIRVIEW ST JOHN'S HOSPITAL,MN,Heart Attack (AMI),,0.907,11.9507,13.1756,,0
240213,M HEALTH FAIRVIEW WOODWINDS HOSPITAL,MN,Pneumonia (PN),153,1.0377,15.3929,14.8335,26,1
240213,M HEALTH FAIRVIEW WOODWINDS HOSPITAL,MN,Hip/Knee Replacement,,0.9143,6.8756,7.5202,,0
240213,M HEALTH FAIRVIEW WOODWINDS HOSPITAL,MN,Heart Failure (HF),189,0.9956,18.1546,18.2346,34,0
240213,M HEALTH FAIRVIEW WOODWINDS HOSPITAL,MN,COPD,,0.9996,17.151,17.1585,,0
240214,MAPLE GROVE HOSPITAL,MN,Pneumonia (PN),151,0.9357,12.0821,12.9124,14,0
240214,MAPLE GROVE HOSPITAL,MN,Hip/Knee Replacement,,0.9891,5.4518,5.512,,0
240214,MAPLE GROVE HOSPITAL,MN,Heart Failure (HF),150,0.9759,16.4603,16.8667,23,0
240214,MAPLE GROVE HOSPITAL,MN,COPD,,0.9949,14.5351,14.6102,,0
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,MS,Pneumonia (PN),182,1.0088,16.7089,16.5637,31,1
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,MS,Hip/Knee Replacement,,0.9096,5.7604,6.3328,,0
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,MS,Heart Failure (HF),314,1.043,20.9951,20.1287,69,1
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,MS,COPD,94,1.0187,19.801,19.4376,20,1
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,MS,Bypass Surgery (CABG),78,1.0865,12.5664,11.5659,12,1
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,MS,Heart Attack (AMI),78,1.0696,14.7589,13.799,15,1
250002,TISHOMINGO HEALTH SERVICES INC,MS,Pneumonia (PN),121,0.9479,13.6145,14.3628,13,0
250002,TISHOMINGO HEALTH SERVICES INC,MS,Heart Failure (HF),59,1.0034,19.9222,19.8546,12,1
250002,TISHOMINGO HEALTH SERVICES INC,MS,COPD,,0.985,15.0456,15.2754,,0
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,Pneumonia (PN),844,1.0385,16.5252,15.9132,142,1
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,Hip/Knee Replacement,,0.8584,5.3425,6.2235,,0
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,Heart Failure (HF),884,0.9807,18.9371,19.3092,166,0
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,COPD,274,0.9138,17.7938,19.472,42,0
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,Bypass Surgery (CABG),303,0.9399,9.4344,10.0374,27,0
250004,NORTH MISSISSIPPI MEDICAL CENTER,MS,Heart Attack (AMI),259,0.941,11.2076,11.9108,26,0
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,MS,Pneumonia (PN),219,0.9813,15.1851,15.4749,32,0
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,MS,Heart Failure (HF),135,1.0088,18.0614,17.9038,25,1
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,MS,COPD,,0.9621,18.2272,18.945,,0
250007,Memorial Hospital Biloxi,MS,Pneumonia (PN),95,1.0832,16.4354,15.1725,21,1
250007,Memorial Hospital Biloxi,MS,Heart Failure (HF),49,1.0822,19.1227,17.6701,15,1
250007,Memorial Hospital Biloxi,MS,COPD,,0.9872,16.9675,17.1882,,0
250009,MAGNOLIA REGIONAL HEALTH CENTER,MS,Pneumonia (PN),536,1.0434,17.3742,16.6511,96,1
250009,MAGNOLIA REGIONAL HEALTH CENTER,MS,Hip/Knee Replacement,234,1.3049,6.3902,4.8972,18,1
250009,MAGNOLIA REGIONAL HEALTH CENTER,MS,Heart Failure (HF),366,0.9179,18.6329,20.3004,62,0
250009,MAGNOLIA REGIONAL HEALTH CENTER,MS,COPD,160,0.9768,18.5885,19.0293,28,0
250009,MAGNOLIA REGIONAL HEALTH CENTER,MS,Bypass Surgery (CABG),,0.9556,9.32,9.7534,,0
250009,MAGNOLIA REGIONAL HEALTH CENTER,MS,Heart Attack (AMI),119,1.0027,12.4929,12.4597,15,1
250019,MEMORIAL HOSPITAL AT GULFPORT,MS,Pneumonia (PN),666,0.9728,16.6469,17.1122,109,0
250019,MEMORIAL HOSPITAL AT GULFPORT,MS,Hip/Knee Replacement,,1.115,8.0035,7.1777,,1
250019,MEMORIAL HOSPITAL AT GULFPORT,MS,Heart Failure (HF),754,1.1072,23.257,21.005,183,1
250019,MEMORIAL HOSPITAL AT GULFPORT,MS,COPD,229,0.995,18.9416,19.037,43,0
250019,MEMORIAL HOSPITAL AT GULFPORT,MS,Bypass Surgery (CABG),,0.9117,11.2487,12.3387,,0
250019,MEMORIAL HOSPITAL AT GULFPORT,MS,Heart Attack (AMI),282,1.0183,14.9125,14.6443,43,1
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,MS,Pneumonia (PN),148,0.9754,15.3029,15.6882,21,0
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,MS,Heart Failure (HF),77,1.0187,19.0502,18.7006,16,1
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,MS,COPD,,0.9934,17.6738,17.7907,,0
250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,MS,Pneumonia (PN),165,1.0235,13.6389,13.3253,24,1
250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,MS,Heart Failure (HF),66,1.0786,19.1207,17.727,18,1
250025,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,MS,COPD,,0.9705,13.9597,14.3834,,0
250027,WINSTON MEDICAL CENTER,MS,Pneumonia (PN),,0.9308,11.0194,11.8392,,0
250031,MERIT HEALTH RIVER REGION,MS,Pneumonia (PN),223,1.0491,16.9338,16.1414,41,1
250031,MERIT HEALTH RIVER REGION,MS,Heart Failure (HF),228,1.0038,18.7396,18.6681,43,1
250031,MERIT HEALTH RIVER REGION,MS,COPD,,1.0029,16.8737,16.8244,,1
250031,MERIT HEALTH RIVER REGION,MS,Bypass Surgery (CABG),,1.0975,11.7956,10.7473,,1
250031,MERIT HEALTH RIVER REGION,MS,Heart Attack (AMI),161,1.0267,12.2205,11.9022,21,1
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,MS,Pneumonia (PN),840,1.0221,16.9667,16.6005,144,1
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,MS,Hip/Knee Replacement,,1.1789,6.3979,5.427,,1
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,MS,Heart Failure (HF),745,1.1472,21.7424,18.9528,172,1
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,MS,COPD,174,1.0456,17.6788,16.9079,34,1
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,MS,Bypass Surgery (CABG),,1.0378,9.536,9.1882,,1
250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,MS,Heart Attack (AMI),307,0.9838,12.3181,12.5208,37,0
250036,GEORGE REGIONAL HEALTH SYSTEM,MS,Pneumonia (PN),,0.9273,13.4718,14.5273,,0
250036,GEORGE REGIONAL HEALTH SYSTEM,MS,Heart Failure (HF),,1.0328,19.6201,18.9974,,1
250038,MERIT HEALTH MADISON,MS,Pneumonia (PN),64,1.046,14.1879,13.5639,12,1
250038,MERIT HEALTH MADISON,MS,Heart Failure (HF),43,1.0692,19.1252,17.8879,13,1
250038,MERIT HEALTH MADISON,MS,COPD,,1.0139,13.5248,13.3396,,1
250040,SINGING RIVER HEALTH SYSTEM,MS,Pneumonia (PN),340,1.0002,15.2899,15.2866,52,1
250040,SINGING RIVER HEALTH SYSTEM,MS,Hip/Knee Replacement,278,1.035,5.2544,5.0765,15,1
250040,SINGING RIVER HEALTH SYSTEM,MS,Heart Failure (HF),533,1.1187,21.902,19.5782,125,1
250040,SINGING RIVER HEALTH SYSTEM,MS,COPD,197,1.0484,18.5267,17.6721,40,1
250040,SINGING RIVER HEALTH SYSTEM,MS,Bypass Surgery (CABG),,0.9685,9.9007,10.223,,0
250040,SINGING RIVER HEALTH SYSTEM,MS,Heart Attack (AMI),180,1.0811,12.2751,11.354,26,1
250042,NORTHWEST MISSISSISSIPPI REGIONAL MEDICAL CENTER,MS,Pneumonia (PN),,0.9846,13.0148,13.2177,,0
250042,NORTHWEST MISSISSISSIPPI REGIONAL MEDICAL CENTER,MS,Heart Failure (HF),,0.9777,17.622,18.0235,,0
250043,NESHOBA COUNTY GENERAL HOSPITAL,MS,Pneumonia (PN),120,0.9583,12.2549,12.7883,12,0
250043,NESHOBA COUNTY GENERAL HOSPITAL,MS,Heart Failure (HF),,1.0006,15.036,15.0275,,1
250043,NESHOBA COUNTY GENERAL HOSPITAL,MS,COPD,,1.0044,15.1321,15.0662,,1
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,MS,Pneumonia (PN),111,0.9541,14.477,15.1737,13,0
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,MS,Heart Failure (HF),,0.9426,18.0468,19.1459,,0
250044,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,MS,COPD,,1.0047,15.0479,14.9781,,1
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,MS,Pneumonia (PN),911,1.1221,17.0471,15.1927,163,1
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,MS,Hip/Knee Replacement,,1.1173,6.0953,5.4552,,1
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,MS,Heart Failure (HF),699,1.0484,19.8263,18.9108,142,1
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,MS,COPD,169,1.0089,17.3717,17.2187,30,1
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,MS,Bypass Surgery (CABG),159,0.9656,8.7331,9.0447,13,0
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,MS,Heart Attack (AMI),388,0.9063,11.311,12.4801,39,0
250049,BEACHAM MEMORIAL HOSPITAL,MS,Heart Failure (HF),,0.9934,17.1894,17.304,,0
250050,OCH REGIONAL MEDICAL CENTER,MS,Pneumonia (PN),132,0.9652,13.0923,13.5638,15,0
250050,OCH REGIONAL MEDICAL CENTER,MS,Heart Failure (HF),46,1.0773,17.0388,15.816,13,1
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,MS,Pneumonia (PN),134,0.9543,15.0185,15.7375,17,0
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,MS,Heart Failure (HF),80,0.9536,17.9877,18.863,11,0
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,MS,COPD,,1.0423,20.3028,19.4786,,1
250058,SOUTH CENTRAL REG MED CTR,MS,Pneumonia (PN),354,1.1513,16.8502,14.6362,69,1
250058,SOUTH CENTRAL REG MED CTR,MS,Hip/Knee Replacement,,0.9566,4.9349,5.1586,,0
250058,SOUTH CENTRAL REG MED CTR,MS,Heart Failure (HF),222,1.0843,19.0343,17.5545,48,1
250058,SOUTH CENTRAL REG MED CTR,MS,COPD,116,1.1176,18.8683,16.8834,30,1
250058,SOUTH CENTRAL REG MED CTR,MS,Heart Attack (AMI),39,1.1158,14.0856,12.624,11,1
250061,YALOBUSHA GENERAL HOSPITAL,MS,Pneumonia (PN),,1.0152,12.9973,12.8024,,1
250061,YALOBUSHA GENERAL HOSPITAL,MS,Heart Failure (HF),,1.0301,17.025,16.5276,,1
250061,YALOBUSHA GENERAL HOSPITAL,MS,COPD,,0.9919,14.3005,14.4175,,0
250067,CLAY COUNTY MEDICAL CORPORATION,MS,Pneumonia (PN),83,0.9999,14.4634,14.4644,12,0
250067,CLAY COUNTY MEDICAL CORPORATION,MS,Heart Failure (HF),,0.9908,18.675,18.8481,,0
250069,OCHSNER RUSH HOSPITAL,MS,Pneumonia (PN),152,0.999,14.518,14.5329,22,0
250069,OCHSNER RUSH HOSPITAL,MS,Hip/Knee Replacement,,0.858,4.1571,4.8453,,0
250069,OCHSNER RUSH HOSPITAL,MS,Heart Failure (HF),150,0.9998,18.6766,18.6805,28,0
250069,OCHSNER RUSH HOSPITAL,MS,COPD,77,0.9582,18.4288,19.2318,11,0
250069,OCHSNER RUSH HOSPITAL,MS,Heart Attack (AMI),106,0.9901,13.6879,13.8249,14,0
250072,MERIT HEALTH CENTRAL,MS,Pneumonia (PN),57,1.0341,15.4239,14.9155,11,1
250072,MERIT HEALTH CENTRAL,MS,Heart Failure (HF),,1.0037,20.277,20.2031,,1
250072,MERIT HEALTH CENTRAL,MS,Heart Attack (AMI),,0.9445,13.8078,14.6197,,0
250077,WAYNE GENERAL HOSPITAL,MS,Pneumonia (PN),87,1.0133,12.8207,12.6519,12,1
250077,WAYNE GENERAL HOSPITAL,MS,Heart Failure (HF),74,1.0271,16.4287,15.9954,14,1
250077,WAYNE GENERAL HOSPITAL,MS,COPD,,1.0445,14.2518,13.6445,,1
250078,FORREST GENERAL HOSPITAL,MS,Pneumonia (PN),742,1.0533,18.2523,17.3291,139,1
250078,FORREST GENERAL HOSPITAL,MS,Hip/Knee Replacement,369,0.9625,4.9956,5.1901,18,0
250078,FORREST GENERAL HOSPITAL,MS,Heart Failure (HF),697,1.0129,20.5253,20.2644,144,1
250078,FORREST GENERAL HOSPITAL,MS,COPD,240,1.0596,20.6771,19.5141,54,1
250078,FORREST GENERAL HOSPITAL,MS,Bypass Surgery (CABG),230,1.0589,9.7996,9.2546,24,1
250078,FORREST GENERAL HOSPITAL,MS,Heart Attack (AMI),312,1.0669,12.1103,11.3512,41,1
250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,MS,Pneumonia (PN),162,1.0804,15.9761,14.7876,31,1
250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,MS,Heart Failure (HF),99,1.0137,19.2116,18.9526,20,1
250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,MS,COPD,47,1.1143,19.1006,17.1413,17,1
250082,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,MS,Heart Attack (AMI),103,1.018,12.7246,12.4998,14,1
250084,MERIT HEALTH NATCHEZ,MS,Pneumonia (PN),141,1.0457,15.6001,14.9186,25,1
250084,MERIT HEALTH NATCHEZ,MS,Heart Failure (HF),104,1.0151,20.0962,19.7971,22,1
250084,MERIT HEALTH NATCHEZ,MS,COPD,,0.9993,17.4219,17.4345,,0
250085,MARION GENERAL HOSPITAL,MS,Pneumonia (PN),79,1.0012,15.0869,15.0682,12,1
250085,MARION GENERAL HOSPITAL,MS,Heart Failure (HF),,1.023,19.0368,18.6094,,1
250093,BOLIVAR MEDICAL CENTER,MS,Pneumonia (PN),226,1.0527,16.1852,15.3749,40,1
250093,BOLIVAR MEDICAL CENTER,MS,Heart Failure (HF),108,0.9738,18.4346,18.9313,18,0
